transaction_id,amount,hour,distance_from_home,is_fraud,date,pipeline_run
TXN_20260327_172315_0348,44.7,10,11.09,0,2026-03-27,20260327_172315
TXN_20260327_172315_0349,22.07,21,11.12,0,2026-03-27,20260327_172315
TXN_20260327_172315_0350,62.84,10,12.45,0,2026-03-27,20260327_172315
TXN_20260327_172315_0351,142.77,14,4.18,0,2026-03-27,20260327_172315
TXN_20260327_172315_0352,50.59,21,25.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0353,168.11,17,23.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0354,30.91,17,1.86,0,2026-03-27,20260327_172315
TXN_20260327_172315_0355,53.04,8,4.33,0,2026-03-27,20260327_172315
TXN_20260327_172315_0356,24.94,19,0.85,0,2026-03-27,20260327_172315
TXN_20260327_172315_0357,62.46,19,23.68,0,2026-03-27,20260327_172315
TXN_20260327_172315_0358,120.8,9,27.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0359,11.19,20,19.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0360,213.22,9,4.16,0,2026-03-27,20260327_172315
TXN_20260327_172315_0361,30.21,19,7.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0362,92.68,9,46.38,0,2026-03-27,20260327_172315
TXN_20260327_172315_0363,56.43,9,4.41,0,2026-03-27,20260327_172315
TXN_20260327_172315_0364,25.46,11,2.46,0,2026-03-27,20260327_172315
TXN_20260327_172315_0365,82.72,12,5.12,0,2026-03-27,20260327_172315
TXN_20260327_172315_0366,127.46,8,2.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0367,84.59,18,13.39,0,2026-03-27,20260327_172315
TXN_20260327_172315_0368,100.96,19,7.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0369,79.57,14,17.72,0,2026-03-27,20260327_172315
TXN_20260327_172315_0370,167.1,20,1.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0371,248.0,11,1.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0372,29.54,8,1.71,0,2026-03-27,20260327_172315
TXN_20260327_172315_0373,65.59,13,9.95,0,2026-03-27,20260327_172315
TXN_20260327_172315_0374,65.49,9,0.46,0,2026-03-27,20260327_172315
TXN_20260327_172315_0375,1073.6,2,88.85,1,2026-03-27,20260327_172315
TXN_20260327_172315_0376,123.18,17,27.61,0,2026-03-27,20260327_172315
TXN_20260327_172315_0377,20.11,15,3.95,0,2026-03-27,20260327_172315
TXN_20260327_172315_0378,294.46,13,23.89,0,2026-03-27,20260327_172315
TXN_20260327_172315_0379,124.35,13,9.56,0,2026-03-27,20260327_172315
TXN_20260327_172315_0380,411.86,8,45.2,0,2026-03-27,20260327_172315
TXN_20260327_172315_0381,46.45,16,19.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0382,32.4,8,3.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0383,197.25,15,15.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0384,35.18,14,1.05,0,2026-03-27,20260327_172315
TXN_20260327_172315_0385,35.74,17,0.59,0,2026-03-27,20260327_172315
TXN_20260327_172315_0386,51.5,16,5.99,0,2026-03-27,20260327_172315
TXN_20260327_172315_0387,28.96,18,2.42,0,2026-03-27,20260327_172315
TXN_20260327_172315_0388,520.93,9,2.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0389,56.36,8,4.16,0,2026-03-27,20260327_172315
TXN_20260327_172315_0390,65.17,14,0.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0391,32.61,10,8.46,0,2026-03-27,20260327_172315
TXN_20260327_172315_0392,35.51,13,4.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0393,21.12,20,0.19,0,2026-03-27,20260327_172315
TXN_20260327_172315_0394,26.44,16,6.59,0,2026-03-27,20260327_172315
TXN_20260327_172315_0395,54.94,8,9.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0396,11.65,12,17.38,0,2026-03-27,20260327_172315
TXN_20260327_172315_0397,58.08,12,1.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0398,327.06,13,8.85,0,2026-03-27,20260327_172315
TXN_20260327_172315_0399,40.39,13,5.44,0,2026-03-27,20260327_172315
TXN_20260327_172315_0400,7.37,17,10.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0401,138.29,19,19.6,0,2026-03-27,20260327_172315
TXN_20260327_172315_0402,45.99,14,8.57,0,2026-03-27,20260327_172315
TXN_20260327_172315_0403,39.26,14,3.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0404,171.2,13,9.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0405,75.61,17,18.89,0,2026-03-27,20260327_172315
TXN_20260327_172315_0406,19.18,8,3.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0407,66.65,20,6.34,0,2026-03-27,20260327_172315
TXN_20260327_172315_0408,219.09,16,8.03,0,2026-03-27,20260327_172315
TXN_20260327_172315_0409,1563.29,1,13.27,1,2026-03-27,20260327_172315
TXN_20260327_172315_0410,142.81,21,0.37,0,2026-03-27,20260327_172315
TXN_20260327_172315_0411,11.47,20,2.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0412,2579.25,5,20.36,1,2026-03-27,20260327_172315
TXN_20260327_172315_0413,28.77,8,51.3,0,2026-03-27,20260327_172315
TXN_20260327_172315_0414,7.75,18,7.81,0,2026-03-27,20260327_172315
TXN_20260327_172315_0415,303.74,18,5.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0416,4362.17,2,155.42,1,2026-03-27,20260327_172315
TXN_20260327_172315_0417,149.09,12,28.22,0,2026-03-27,20260327_172315
TXN_20260327_172315_0418,170.0,8,7.83,0,2026-03-27,20260327_172315
TXN_20260327_172315_0419,49.33,11,7.26,0,2026-03-27,20260327_172315
TXN_20260327_172315_0420,45.73,21,5.33,0,2026-03-27,20260327_172315
TXN_20260327_172315_0421,62.61,12,2.38,0,2026-03-27,20260327_172315
TXN_20260327_172315_0422,38.24,16,0.92,0,2026-03-27,20260327_172315
TXN_20260327_172315_0423,53.38,14,1.32,0,2026-03-27,20260327_172315
TXN_20260327_172315_0424,76.8,16,5.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0425,129.92,21,4.89,0,2026-03-27,20260327_172315
TXN_20260327_172315_0426,17.64,12,3.91,0,2026-03-27,20260327_172315
TXN_20260327_172315_0427,30.62,17,16.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0428,99.12,15,1.76,0,2026-03-27,20260327_172315
TXN_20260327_172315_0429,10.69,21,11.99,0,2026-03-27,20260327_172315
TXN_20260327_172315_0430,164.77,10,2.59,0,2026-03-27,20260327_172315
TXN_20260327_172315_0431,45.14,21,24.61,0,2026-03-27,20260327_172315
TXN_20260327_172315_0432,480.33,20,20.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0433,55.92,8,8.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0434,31.67,21,3.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0435,22.67,12,11.49,0,2026-03-27,20260327_172315
TXN_20260327_172315_0436,110.19,17,2.41,0,2026-03-27,20260327_172315
TXN_20260327_172315_0437,53.62,11,9.98,0,2026-03-27,20260327_172315
TXN_20260327_172315_0438,94.59,14,1.13,0,2026-03-27,20260327_172315
TXN_20260327_172315_0439,140.14,15,3.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0440,42.17,12,4.95,0,2026-03-27,20260327_172315
TXN_20260327_172315_0441,38.96,13,3.06,0,2026-03-27,20260327_172315
TXN_20260327_172315_0442,146.29,18,32.76,0,2026-03-27,20260327_172315
TXN_20260327_172315_0443,15.07,10,11.17,0,2026-03-27,20260327_172315
TXN_20260327_172315_0444,31.01,21,4.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0445,57.87,10,2.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0446,105.92,9,1.99,0,2026-03-27,20260327_172315
TXN_20260327_172315_0447,115.17,19,24.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0448,223.92,16,17.67,0,2026-03-27,20260327_172315
TXN_20260327_172315_0449,44.99,18,1.77,0,2026-03-27,20260327_172315
TXN_20260327_172315_0450,228.07,17,1.4,0,2026-03-27,20260327_172315
TXN_20260327_172315_0451,813.98,2,166.18,1,2026-03-27,20260327_172315
TXN_20260327_172315_0452,45.77,17,25.92,0,2026-03-27,20260327_172315
TXN_20260327_172315_0453,49.75,9,17.58,0,2026-03-27,20260327_172315
TXN_20260327_172315_0454,217.28,14,6.98,0,2026-03-27,20260327_172315
TXN_20260327_172315_0455,8.74,10,3.21,0,2026-03-27,20260327_172315
TXN_20260327_172315_0456,820.9,0,87.99,1,2026-03-27,20260327_172315
TXN_20260327_172315_0457,10.59,10,5.23,0,2026-03-27,20260327_172315
TXN_20260327_172315_0458,5.68,17,0.6,0,2026-03-27,20260327_172315
TXN_20260327_172315_0459,400.15,8,2.58,0,2026-03-27,20260327_172315
TXN_20260327_172315_0460,28.93,15,39.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0461,27.05,11,0.37,0,2026-03-27,20260327_172315
TXN_20260327_172315_0462,52.83,9,17.46,0,2026-03-27,20260327_172315
TXN_20260327_172315_0463,24.62,9,8.42,0,2026-03-27,20260327_172315
TXN_20260327_172315_0464,61.66,9,30.2,0,2026-03-27,20260327_172315
TXN_20260327_172315_0465,37.05,8,6.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0466,123.53,20,0.01,0,2026-03-27,20260327_172315
TXN_20260327_172315_0467,66.69,8,5.59,0,2026-03-27,20260327_172315
TXN_20260327_172315_0468,21.37,17,18.71,0,2026-03-27,20260327_172315
TXN_20260327_172315_0469,68.7,21,1.34,0,2026-03-27,20260327_172315
TXN_20260327_172315_0470,126.39,9,9.48,0,2026-03-27,20260327_172315
TXN_20260327_172315_0471,54.09,13,1.0,0,2026-03-27,20260327_172315
TXN_20260327_172315_0472,47.8,12,15.19,0,2026-03-27,20260327_172315
TXN_20260327_172315_0473,13.87,10,14.28,0,2026-03-27,20260327_172315
TXN_20260327_172315_0474,57.83,14,9.17,0,2026-03-27,20260327_172315
TXN_20260327_172315_0475,35.09,20,0.33,0,2026-03-27,20260327_172315
TXN_20260327_172315_0476,92.42,21,12.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0477,2243.29,4,183.44,1,2026-03-27,20260327_172315
TXN_20260327_172315_0478,103.64,21,9.72,0,2026-03-27,20260327_172315
TXN_20260327_172315_0479,44.34,10,1.67,0,2026-03-27,20260327_172315
TXN_20260327_172315_0480,14.52,18,0.11,0,2026-03-27,20260327_172315
TXN_20260327_172315_0481,108.52,11,0.27,0,2026-03-27,20260327_172315
TXN_20260327_172315_0482,30.5,9,26.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0483,539.54,1,196.14,1,2026-03-27,20260327_172315
TXN_20260327_172315_0484,446.64,13,2.41,0,2026-03-27,20260327_172315
TXN_20260327_172315_0485,34.73,13,2.04,0,2026-03-27,20260327_172315
TXN_20260327_172315_0486,22.84,20,0.22,0,2026-03-27,20260327_172315
TXN_20260327_172315_0487,64.07,14,22.5,0,2026-03-27,20260327_172315
TXN_20260327_172315_0488,76.31,16,3.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0489,37.17,10,1.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0490,43.47,8,0.93,0,2026-03-27,20260327_172315
TXN_20260327_172315_0491,34.5,9,0.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0492,44.22,16,1.23,0,2026-03-27,20260327_172315
TXN_20260327_172315_0493,911.1,8,10.53,0,2026-03-27,20260327_172315
TXN_20260327_172315_0494,24.06,18,10.17,0,2026-03-27,20260327_172315
TXN_20260327_172315_0495,63.55,17,4.35,0,2026-03-27,20260327_172315
TXN_20260327_172315_0496,64.37,18,2.21,0,2026-03-27,20260327_172315
TXN_20260327_172315_0497,101.55,9,3.4,0,2026-03-27,20260327_172315
TXN_20260327_172315_0498,10.04,12,16.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0499,324.83,20,1.08,0,2026-03-27,20260327_172315
TXN_20260327_172315_0500,5787.48,1,164.28,1,2026-03-27,20260327_172315
TXN_20260327_172315_0501,69.89,9,55.4,0,2026-03-27,20260327_172315
TXN_20260327_172315_0502,39.4,12,1.82,0,2026-03-27,20260327_172315
TXN_20260327_172315_0503,92.25,19,13.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0504,68.49,19,37.58,0,2026-03-27,20260327_172315
TXN_20260327_172315_0505,19.39,10,0.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0506,17.76,19,1.24,0,2026-03-27,20260327_172315
TXN_20260327_172315_0507,55.07,11,12.85,0,2026-03-27,20260327_172315
TXN_20260327_172315_0508,42.46,11,4.44,0,2026-03-27,20260327_172315
TXN_20260327_172315_0509,30.26,15,11.17,0,2026-03-27,20260327_172315
TXN_20260327_172315_0510,26.89,19,14.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0511,108.62,14,3.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0512,42.4,10,0.39,0,2026-03-27,20260327_172315
TXN_20260327_172315_0513,165.04,14,0.12,0,2026-03-27,20260327_172315
TXN_20260327_172315_0514,190.4,9,6.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0515,186.99,19,13.59,0,2026-03-27,20260327_172315
TXN_20260327_172315_0516,58.03,10,11.67,0,2026-03-27,20260327_172315
TXN_20260327_172315_0517,102.98,19,5.68,0,2026-03-27,20260327_172315
TXN_20260327_172315_0518,85.95,10,0.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0519,168.33,8,12.93,0,2026-03-27,20260327_172315
TXN_20260327_172315_0520,50.08,21,3.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0521,84.26,17,30.13,0,2026-03-27,20260327_172315
TXN_20260327_172315_0522,45.99,18,0.49,0,2026-03-27,20260327_172315
TXN_20260327_172315_0523,23.42,11,8.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0524,35.2,19,3.11,0,2026-03-27,20260327_172315
TXN_20260327_172315_0525,130.82,13,0.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0526,21.25,8,26.07,0,2026-03-27,20260327_172315
TXN_20260327_172315_0527,9.42,15,31.44,0,2026-03-27,20260327_172315
TXN_20260327_172315_0528,69.02,12,4.05,0,2026-03-27,20260327_172315
TXN_20260327_172315_0529,754.98,4,61.62,1,2026-03-27,20260327_172315
TXN_20260327_172315_0530,143.44,18,11.48,0,2026-03-27,20260327_172315
TXN_20260327_172315_0531,54.33,14,13.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0532,46.02,15,54.06,0,2026-03-27,20260327_172315
TXN_20260327_172315_0533,76.82,11,2.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0534,267.67,8,5.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0535,430.45,16,11.2,0,2026-03-27,20260327_172315
TXN_20260327_172315_0536,115.39,9,46.69,0,2026-03-27,20260327_172315
TXN_20260327_172315_0537,30.08,21,7.11,0,2026-03-27,20260327_172315
TXN_20260327_172315_0538,56.18,19,14.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0539,36.41,16,86.16,0,2026-03-27,20260327_172315
TXN_20260327_172315_0540,51.48,17,20.65,0,2026-03-27,20260327_172315
TXN_20260327_172315_0541,48.72,13,8.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0542,30.46,11,3.19,0,2026-03-27,20260327_172315
TXN_20260327_172315_0543,13.97,12,21.07,0,2026-03-27,20260327_172315
TXN_20260327_172315_0544,51.7,21,30.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0545,112.44,8,17.92,0,2026-03-27,20260327_172315
TXN_20260327_172315_0546,83.37,8,0.28,0,2026-03-27,20260327_172315
TXN_20260327_172315_0547,57.54,20,12.38,0,2026-03-27,20260327_172315
TXN_20260327_172315_0548,176.45,8,2.5,0,2026-03-27,20260327_172315
TXN_20260327_172315_0549,203.82,13,9.88,0,2026-03-27,20260327_172315
TXN_20260327_172315_0550,74.09,15,5.94,0,2026-03-27,20260327_172315
TXN_20260327_172315_0551,140.01,17,8.18,0,2026-03-27,20260327_172315
TXN_20260327_172315_0552,29.7,11,10.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0553,25.13,12,18.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0554,8.64,12,6.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0555,29.15,16,2.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0556,87.42,17,4.91,0,2026-03-27,20260327_172315
TXN_20260327_172315_0557,16.19,9,15.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0558,23.55,18,0.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0559,19.22,19,23.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0560,17.58,16,11.63,0,2026-03-27,20260327_172315
TXN_20260327_172315_0561,48.71,12,0.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0562,79.38,11,2.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0563,10.47,9,9.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0564,34.51,10,13.86,0,2026-03-27,20260327_172315
TXN_20260327_172315_0565,65.38,8,13.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0566,29.69,20,12.81,0,2026-03-27,20260327_172315
TXN_20260327_172315_0567,33.26,12,17.34,0,2026-03-27,20260327_172315
TXN_20260327_172315_0568,125.56,19,3.9,0,2026-03-27,20260327_172315
TXN_20260327_172315_0569,2.17,19,12.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0570,23.79,17,16.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0571,28.24,11,0.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0572,228.95,12,16.32,0,2026-03-27,20260327_172315
TXN_20260327_172315_0573,181.65,11,1.27,0,2026-03-27,20260327_172315
TXN_20260327_172315_0574,9.2,18,1.75,0,2026-03-27,20260327_172315
TXN_20260327_172315_0575,79.7,8,21.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0576,73.4,14,7.42,0,2026-03-27,20260327_172315
TXN_20260327_172315_0577,53.52,15,25.32,0,2026-03-27,20260327_172315
TXN_20260327_172315_0578,15.12,20,7.92,0,2026-03-27,20260327_172315
TXN_20260327_172315_0579,5.66,14,8.17,0,2026-03-27,20260327_172315
TXN_20260327_172315_0580,77.5,11,10.09,0,2026-03-27,20260327_172315
TXN_20260327_172315_0581,8.19,16,4.42,0,2026-03-27,20260327_172315
TXN_20260327_172315_0582,15.91,15,8.52,0,2026-03-27,20260327_172315
TXN_20260327_172315_0583,40.36,12,23.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0584,69.36,20,4.56,0,2026-03-27,20260327_172315
TXN_20260327_172315_0585,348.85,9,0.3,0,2026-03-27,20260327_172315
TXN_20260327_172315_0586,42.08,12,10.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0587,31.69,10,3.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0588,18.52,13,14.56,0,2026-03-27,20260327_172315
TXN_20260327_172315_0589,55.41,8,62.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0590,75.02,17,5.66,0,2026-03-27,20260327_172315
TXN_20260327_172315_0591,616.21,5,783.63,1,2026-03-27,20260327_172315
TXN_20260327_172315_0592,80.24,12,2.46,0,2026-03-27,20260327_172315
TXN_20260327_172315_0593,199.91,16,0.27,0,2026-03-27,20260327_172315
TXN_20260327_172315_0594,116.15,20,12.83,0,2026-03-27,20260327_172315
TXN_20260327_172315_0595,29.49,9,6.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0596,75.03,19,27.46,0,2026-03-27,20260327_172315
TXN_20260327_172315_0597,17.66,10,8.9,0,2026-03-27,20260327_172315
TXN_20260327_172315_0598,23.62,19,3.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0599,35.74,18,30.03,0,2026-03-27,20260327_172315
TXN_20260327_172315_0600,372.1,0,322.34,1,2026-03-27,20260327_172315
TXN_20260327_172315_0601,18.15,9,5.44,0,2026-03-27,20260327_172315
TXN_20260327_172315_0602,16.59,10,3.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0603,215.48,13,2.43,0,2026-03-27,20260327_172315
TXN_20260327_172315_0604,27.34,15,1.55,0,2026-03-27,20260327_172315
TXN_20260327_172315_0605,51.51,12,7.33,0,2026-03-27,20260327_172315
TXN_20260327_172315_0606,22.36,17,0.15,0,2026-03-27,20260327_172315
TXN_20260327_172315_0607,24.52,15,15.09,0,2026-03-27,20260327_172315
TXN_20260327_172315_0608,1836.22,5,834.11,1,2026-03-27,20260327_172315
TXN_20260327_172315_0609,20.61,14,3.04,0,2026-03-27,20260327_172315
TXN_20260327_172315_0610,22.07,15,2.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0611,324.69,10,5.38,0,2026-03-27,20260327_172315
TXN_20260327_172315_0612,2472.45,4,139.75,1,2026-03-27,20260327_172315
TXN_20260327_172315_0613,70.28,10,7.3,0,2026-03-27,20260327_172315
TXN_20260327_172315_0614,1080.55,0,160.4,1,2026-03-27,20260327_172315
TXN_20260327_172315_0615,16.82,17,0.45,0,2026-03-27,20260327_172315
TXN_20260327_172315_0616,328.56,18,12.92,0,2026-03-27,20260327_172315
TXN_20260327_172315_0617,55.99,12,3.45,0,2026-03-27,20260327_172315
TXN_20260327_172315_0618,26.67,20,1.47,0,2026-03-27,20260327_172315
TXN_20260327_172315_0619,10791.41,4,70.89,1,2026-03-27,20260327_172315
TXN_20260327_172315_0620,53.45,9,4.34,0,2026-03-27,20260327_172315
TXN_20260327_172315_0621,86.32,15,18.79,0,2026-03-27,20260327_172315
TXN_20260327_172315_0622,21.93,11,14.86,0,2026-03-27,20260327_172315
TXN_20260327_172315_0623,104.89,18,4.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0624,14.88,18,5.87,0,2026-03-27,20260327_172315
TXN_20260327_172315_0625,12.71,17,6.77,0,2026-03-27,20260327_172315
TXN_20260327_172315_0626,25.39,18,4.97,0,2026-03-27,20260327_172315
TXN_20260327_172315_0627,14.67,14,6.48,0,2026-03-27,20260327_172315
TXN_20260327_172315_0628,2783.38,4,131.45,1,2026-03-27,20260327_172315
TXN_20260327_172315_0629,61.42,20,17.56,0,2026-03-27,20260327_172315
TXN_20260327_172315_0630,10.29,9,11.01,0,2026-03-27,20260327_172315
TXN_20260327_172315_0631,72.46,18,4.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0632,1197.16,5,34.93,1,2026-03-27,20260327_172315
TXN_20260327_172315_0633,53.15,19,7.12,0,2026-03-27,20260327_172315
TXN_20260327_172315_0634,49.98,21,27.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0635,94.48,10,0.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0636,108.94,18,8.96,0,2026-03-27,20260327_172315
TXN_20260327_172315_0637,106.21,16,17.5,0,2026-03-27,20260327_172315
TXN_20260327_172315_0638,96.25,8,0.07,0,2026-03-27,20260327_172315
TXN_20260327_172315_0639,13.64,15,0.49,0,2026-03-27,20260327_172315
TXN_20260327_172315_0640,72.81,21,2.04,0,2026-03-27,20260327_172315
TXN_20260327_172315_0641,27.15,13,19.67,0,2026-03-27,20260327_172315
TXN_20260327_172315_0642,9.84,19,3.26,0,2026-03-27,20260327_172315
TXN_20260327_172315_0643,27.85,14,24.12,0,2026-03-27,20260327_172315
TXN_20260327_172315_0644,14.53,20,0.06,0,2026-03-27,20260327_172315
TXN_20260327_172315_0645,52.11,13,2.09,0,2026-03-27,20260327_172315
TXN_20260327_172315_0646,72.32,20,12.2,0,2026-03-27,20260327_172315
TXN_20260327_172315_0647,38.74,12,25.73,0,2026-03-27,20260327_172315
TXN_20260327_172315_0648,119.48,10,4.27,0,2026-03-27,20260327_172315
TXN_20260327_172315_0649,82.11,16,1.58,0,2026-03-27,20260327_172315
TXN_20260327_172315_0650,132.86,17,0.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0651,40.8,13,14.8,0,2026-03-27,20260327_172315
TXN_20260327_172315_0652,22.85,13,2.23,0,2026-03-27,20260327_172315
TXN_20260327_172315_0653,87.23,16,4.76,0,2026-03-27,20260327_172315
TXN_20260327_172315_0654,114.3,10,6.02,0,2026-03-27,20260327_172315
TXN_20260327_172315_0655,97.79,19,1.14,0,2026-03-27,20260327_172315
TXN_20260327_172315_0656,41.58,21,11.09,0,2026-03-27,20260327_172315
TXN_20260327_172315_0657,139.26,17,4.25,0,2026-03-27,20260327_172315
TXN_20260327_172315_0658,195.58,14,15.62,0,2026-03-27,20260327_172315
TXN_20260327_172315_0659,21.97,8,4.76,0,2026-03-27,20260327_172315
TXN_20260327_172315_0660,76.11,15,17.77,0,2026-03-27,20260327_172315
TXN_20260327_172315_0661,66.26,18,1.24,0,2026-03-27,20260327_172315
TXN_20260327_172315_0662,22.37,15,1.47,0,2026-03-27,20260327_172315
TXN_20260327_172315_0663,120.8,21,2.04,0,2026-03-27,20260327_172315
TXN_20260327_172315_0664,19.98,17,13.0,0,2026-03-27,20260327_172315
TXN_20260327_172315_0665,173.85,10,0.45,0,2026-03-27,20260327_172315
TXN_20260327_172315_0666,259.27,19,8.08,0,2026-03-27,20260327_172315
TXN_20260327_172315_0667,19.94,21,12.32,0,2026-03-27,20260327_172315
TXN_20260327_172315_0668,12.86,19,41.71,0,2026-03-27,20260327_172315
TXN_20260327_172315_0669,6.6,21,22.12,0,2026-03-27,20260327_172315
TXN_20260327_172315_0670,319.58,9,14.29,0,2026-03-27,20260327_172315
TXN_20260327_172315_0671,316.02,16,3.58,0,2026-03-27,20260327_172315
TXN_20260327_172315_0672,41.16,9,2.5,0,2026-03-27,20260327_172315
TXN_20260327_172315_0673,105.45,10,15.89,0,2026-03-27,20260327_172315
TXN_20260327_172315_0674,532.51,0,151.35,1,2026-03-27,20260327_172315
TXN_20260327_172315_0675,14.0,19,0.24,0,2026-03-27,20260327_172315
TXN_20260327_172315_0676,54.65,19,2.08,0,2026-03-27,20260327_172315
TXN_20260327_172315_0677,45.78,17,0.7,0,2026-03-27,20260327_172315
TXN_20260327_172315_0678,65.41,8,15.87,0,2026-03-27,20260327_172315
TXN_20260327_172315_0679,152.3,16,1.95,0,2026-03-27,20260327_172315
TXN_20260327_172315_0680,41.47,15,12.95,0,2026-03-27,20260327_172315
TXN_20260327_172315_0681,40.64,18,3.15,0,2026-03-27,20260327_172315
TXN_20260327_172315_0682,47.52,9,4.47,0,2026-03-27,20260327_172315
TXN_20260327_172315_0683,10.45,19,6.56,0,2026-03-27,20260327_172315
TXN_20260327_172315_0684,7.67,10,2.36,0,2026-03-27,20260327_172315
TXN_20260327_172315_0685,45.25,9,17.74,0,2026-03-27,20260327_172315
TXN_20260327_172315_0686,79.01,13,9.05,0,2026-03-27,20260327_172315
TXN_20260327_172315_0687,82.34,17,3.72,0,2026-03-27,20260327_172315
TXN_20260327_172315_0688,336.44,15,7.58,0,2026-03-27,20260327_172315
TXN_20260327_172315_0689,4.32,9,5.54,0,2026-03-27,20260327_172315
TXN_20260327_172315_0690,134.11,21,1.48,0,2026-03-27,20260327_172315
TXN_20260327_172315_0691,13.82,20,0.08,0,2026-03-27,20260327_172315
TXN_20260327_172315_0692,31.65,10,1.91,0,2026-03-27,20260327_172315
TXN_20260327_172315_0693,83.0,12,4.97,0,2026-03-27,20260327_172315
TXN_20260327_172315_0694,33.44,9,5.84,0,2026-03-27,20260327_172315
TXN_20260327_172315_0695,12.61,21,7.23,0,2026-03-27,20260327_172315
